CLAVE,NOMBRE,PERIODO DE DATOS,CLAVE_OMM,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES,LAT_DGRADO,LONG_DGRADO
27031,MACUSPANA (SMN),"1948-1970, 1972-1982, 1984-1998",NA,MACUSPANA,TABASCO,FRONTERA SUR,MACUXPANA,RIO MACUSPANA,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,17,45,0,92,36,0,10,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO MACUXPANA",17.75,-92.6
27034,PARAISO,1949-2016,NA,PARAISO,TABASCO,FRONTERA SUR,CAXCUCHAPA,RIO CUXCUCHAPA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,23,44,93,12,44,6,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO CAXCUCHAPA",18.395556,-93.212222
27037,PUEBLO NUEVO,1948-2016,NA,HUIMANGUILLO,TABASCO,FRONTERA SUR,TONALA,RIO TONALA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,51,15,93,52,45,21,"TENÍA ERRÓNEO EL NOMBRE DEL MINICIPIO, SIENDO EL CORRECTO HUIMANGUILLO; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO TONALA",17.854167,-93.879167
27039,SAMARIA,1948-2016,NA,CUNDUACAN,TABASCO,FRONTERA SUR,SAMARIA,RIO SAMARIA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,59,51,93,16,43,23,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SAMARIA",17.9975,-93.278611
27040,SAN PEDRO,"1948-1949, 1952-2016",NA,BALANCAN,TABASCO,FRONTERA SUR,SAN PEDRO,RIO SAN PEDRO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,47,30,91,9,30,44,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SAN PEDRO",17.791667,-91.158333
27042,TAPIJULAPA,1962-2016,NA,TACOTALPA,TABASCO,FRONTERA SUR,ALMENDRO,RIO TACOTALPA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,27,40,92,46,39,44,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ALMENDRO",17.461111,-92.7775
27044,TEAPA (DGE),"1960-1970, 1972-2015",NA,TEAPA,TABASCO,FRONTERA SUR,DE LA SIERRA,RIO DE LA SIERRA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,32,56,92,57,12,51,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO DE LA SIERRA",17.548889,-92.953333
27047,TENOSIQUE (SMN),"1921-1939, 1942-1948, 1954-1977, 1982-2003, 2005-2006, 2008-2015",NA,TENOSIQUE,TABASCO,FRONTERA SUR,USUMACINTA,RIO GRIJALVA,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,17,28,21,91,25,36,22,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO USUMACINTA",17.4725,-91.426667
27050,TRES BRAZOS,1948-2016,NA,CENTLA,TABASCO,FRONTERA SUR,USUMACINTA,RIO GRIJALVA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,18,23,3,92,36,0,2,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO USUMACINTA",18.384167,-92.6
27054,VILLAHERMOSA (DGE),"1948-1998, 2000-2016",NA,CENTRO,TABASCO,FRONTERA SUR,GRIJALVA,RIO GRIJALVA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,59,48,92,55,42,24,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO GRIJALVA",17.996667,-92.928333
27070,OXOLOTAN,1974-2016,NA,TACOTALPA,TABASCO,FRONTERA SUR,ALMENDRO,RIO ALMENDRO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,17,22,50,92,45,0,63,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ALMENDRO",17.380556,-92.75
28002,AHUALULCO,1961-2014,NA,GOMEZ FARIAS,TAMAULIPAS,GOLFO NORTE,RÍO  COMANDANTE 2,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,59,19,99,8,42,99,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 2",22.988611,-99.145
28007,BARRANCO AZUL,1961-2014,NA,SAN CARLOS,TAMAULIPAS,GOLFO NORTE,RÍO  PILON 2,RIO PILON,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,23,59,99,6,47,254,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PILON 2",24.399722,-99.113056
28008,BELLAVISTA,1955-2014,NA,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÍO  COMANDANTE 2,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,49,40,99,3,5,78,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 2",22.827778,-99.051389
28012,C.E.I. CIUDAD MANTE,"1958-1997, 2005-2009",NA,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 3,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,43,0,98,58,0,77,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 3",22.716667,-98.966667
28015,CAPITAN EMILIO CARRANZA,1960-2014,NA,LLERA,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 2,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,15,18,98,50,0,193,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 2",23.255,-98.833333
28020,CORONA,1956-2014,NA,Gï¿½EMEZ,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,RIO CORONA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,56,21,98,56,9,150,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",23.939167,-98.935833
28023,CHAMAL NUEVO,1964-2014,NA,OCAMPO,TAMAULIPAS,GOLFO NORTE,RÍO  COMANDANTE 1,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,50,27,99,11,29,141,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 1",22.840833,-99.191389
28028,EL BARRETAL I,"1945, 1948-2013",NA,PADILLA,TAMAULIPAS,GOLFO NORTE,RÍO  PURIFICACION 2,RIO PURIFICACION,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,5,2,99,7,37,1666,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PURIFICACION 2",24.083889,-99.126944
28029,EL MAYAB,1962-2014,NA,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÍO  BARBERENA 1,RIO BARBERENA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,54,56,98,20,44,1371,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BARBERENA 1",22.915556,-98.345556
28033,FRANCISCO CASTELLANOS,1960-2014,NA,LLERA,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 2,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,15,27,98,36,30,193,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 2",23.2575,-98.608333
28035,GONZALEZ,1961-2012,NA,GONZALEZ,TAMAULIPAS,GOLFO NORTE,ARROYO EL COJO,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,22,48,51,98,25,11,60,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO ARROYO EL COJO",22.814167,-98.419722
28036,GUEMEZ,1962-2013,NA,Gï¿½EMEZ,TAMAULIPAS,GOLFO NORTE,RÍO  CORONA,RIO CORONA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,55,7,99,0,16,229,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO CORONA",23.918611,-99.004444
28041,JIMENEZ,1961-2013,NA,JIMENEZ,TAMAULIPAS,GOLFO NORTE,RÍO  SOTO LA MARINA 2,ARROYO LA ZANJA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,12,43,98,29,5,114,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SOTO LA MARINA 2",24.211944,-98.484722
28042,JOYA DE SALAS,1961-2012,NA,JAUMAVE,TAMAULIPAS,GOLFO NORTE,RÍO  COMANDANTE 1,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,10,33,99,16,28,1568,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 1",23.175833,-99.274444
28043,LA BOQUILLA,1961-2014,NA,OCAMPO,TAMAULIPAS,GOLFO NORTE,RÍO  COMANDANTE 1,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,46,20,99,16,45,263,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 1",22.772222,-99.279167
28044,LA ENCANTADA,"1954-2009, 2011-2013",NA,LLERA,TAMAULIPAS,GOLFO NORTE,RÍO  SABINAS,RIO SABINAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,13,0,99,4,36,360,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SABINAS",23.216667,-99.076667
28045,LA ENCARNACION,1962-2013,NA,SOTO LA MARINA,TAMAULIPAS,GOLFO NORTE,RÍO  PALMAS,RIO PALMAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,22,54,98,0,54,96,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PALMAS",23.381667,-98.015
28046,LA ESPERANZA,1962-2014,NA,ALDAMA,TAMAULIPAS,GOLFO NORTE,RÍO  SAN RAFAEL 3,RIO CARRIZAL,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,9,59,97,57,12,33,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN RAFAEL 3",23.166389,-97.953333
28048,FRANCISCO GONZALEZ VILLARREAL,"1952-1973, 1975-1988, 1994-2003",NA,SAN FERNANDO,TAMAULIPAS,GOLFO NORTE,LAGUNA MADRE NORTE,LAGUNA MADRE,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,25,21,58,97,58,45,13,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO LAGUNA MADRE NORTE",25.366111,-97.979167
28049,LA SERVILLETA,1961-2014,NA,GOMEZ FARIAS,TAMAULIPAS,GOLFO NORTE,RÍO  COMANDANTE 2,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,51,8,99,7,12,104,"TENÍA ERRÓNEO EL NOMBRE DEL MUNICIPIO, SIENDO EL CORRECTO GOMEZ FARIAS; TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 2",22.852222,-99.12
28050,LA SONADORA,1961-2001,NA,PADILLA,TAMAULIPAS,GOLFO NORTE,RÍO  SOTO LA MARINA 1,RIO SOTO LA MARINA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,23,57,52,98,38,49,114,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SOTO LA MARINA 1",23.964444,-98.646944
28055,LOS TOMATES,1961-2014,NA,ALTAMIRA,TAMAULIPAS,GOLFO NORTE,RÍO  TAMESI,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,27,10,98,11,50,4,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO TAMESI",22.452778,-98.197222
28057,MAGISCATZIN (SMN),1943-1989,NA,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 4,RIO TAMESI,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,22,48,0,98,42,0,50,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 4",22.8,-98.7
28058,MAGISCATZIN (DGE),"1963-2009, 2011-2014",NA,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 4,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,47,39,98,42,58,44,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 4",22.794167,-98.716111
28059,MAGUEYES,1963-2013,NA,MAINERO,TAMAULIPAS,GOLFO NORTE,RÍO  PILON 2,RIO PILON,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,34,0,99,33,4,435,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PILON 2",24.566667,-99.551111
28062,MENDEZ,1961-2013,NA,MENDEZ,TAMAULIPAS,GOLFO NORTE,RÍO  SAN FERNANDO 1,RIO CONCHOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,25,7,3,98,35,11,86,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN FERNANDO 1",25.1175,-98.586389
28063,MIQUIHUANA,1962-2013,NA,MIQUIHUANA,TAMAULIPAS,CUENCAS CENTRALES DEL NORTE,SIERRA MADRE,DOCTOR ARROYO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,34,26,99,45,11,1851,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SIERRA MADRE",23.573889,-99.753056
28070,PADILLA,1947-2013,NA,PADILLA,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,PRESA VICENTE GUERRERO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,4,15,98,44,32,138,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",24.070833,-98.742222
28071,PALMILLAS,1961-2013,NA,PALMILLAS,TAMAULIPAS,GOLFO NORTE,RÍO  JAUMAVE-CHIHUE,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,18,8,99,32,54,1264,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO JAUMAVE-CHIHUE",23.302222,-99.548333
28073,PASO REAL DE GUERRERO,1961-2013,NA,JAUMAVE,TAMAULIPAS,GOLFO NORTE,RÍO  COMANDANTE 1,RIO COMANDANTE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,10,41,99,27,41,1295,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO COMANDANTE 1",23.178056,-99.461389
28074,PASO DE MOLINA,1962-2013,NA,CASAS,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,ARROYO GRANDE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,43,30,98,44,43,150,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",23.725,-98.745278
28075,PLAN DE AYALA,"1960-1983, 1985-2013",NA,JAUMAVE,TAMAULIPAS,GOLFO NORTE,RÍO  JAUMAVE-CHIHUE,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,34,9,99,24,54,840,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO JAUMAVE-CHIHUE",23.569167,-99.415
28080,RIO FRIO,1966-2014,NA,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 3,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,49,43,99,1,15,60,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 3",22.828611,-99.020833
28081,ROSILLO,1961-2014,NA,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 4,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,55,0,98,35,51,98,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 4",22.916667,-98.5975
28083,SABINAS,1966-2014,NA,GOMEZ FARIAS,TAMAULIPAS,GOLFO NORTE,RÍO  SABINAS,RIO SABINAS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,1,22,99,5,40,100,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SABINAS",23.022778,-99.094444
28084,SAN CARLOS,1961-2013,NA,SAN CARLOS,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,ARROYO SAN CARLOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,34,52,98,56,49,451,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",24.581111,-98.946944
28085,SAN FELIPE,1961-2014,NA,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 4,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,38,7,98,54,59,76,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 4",22.635278,-98.916389
28086,SAN FERNANDO,"1931-1940, 1943-1944, 1947-2013",NA,SAN FERNANDO,TAMAULIPAS,GOLFO NORTE,RÍO  SAN FERNANDO 1,RIO CONCHOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,24,50,50,98,9,30,46,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN FERNANDO 1",24.847222,-98.158333
28087,SAN GABRIEL,1961-2014,NA,XICOTENCATL,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 3,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,5,3,98,47,15,135,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 3",23.084167,-98.7875
28089,SAN JOSE DEL VERDE,"1962-2009, 2011-2012",NA,CASAS,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,ARROYO GRANDE,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,36,50,98,36,30,290,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",23.613889,-98.608333
28096,SAN VICENTE,"1962-2009, 2011-2012",NA,JAUMAVE,TAMAULIPAS,GOLFO NORTE,RÍO  JAUMAVE-CHIHUE,RIO GUAYALEJO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,25,24,99,18,52,642,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO JAUMAVE-CHIHUE",23.423333,-99.314444
28099,S.J. 2-09 CAMARGO,"1961-1970, 1972-1987",NA,CAMARGO,TAMAULIPAS,RIO BRAVO,RÍO  SAN JUAN 3,PRESA MARTE R. GOMEZ,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,26,15,21,98,48,23,63,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO SAN JUAN 3",26.255833,-98.806389
28100,S.J. 2-18 GUSTAVO DIAZ ORDAZ,1961-1987,NA,GUSTAVO DIAZ ORDAZ,TAMAULIPAS,RIO BRAVO,RÍO  BRAVO 12,RIO BRAVO-ANZALDUAS,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,26,13,56,98,35,49,40,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BRAVO 12",26.232222,-98.596944
28103,S.J. 3-42 REYNOSA,1961-1987,NA,REYNOSA,TAMAULIPAS,RIO BRAVO,RÍO  BRAVO 12,RIO BRAVO-ANZALDUAS,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,26,11,30,98,28,57,29,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BRAVO 12",26.191667,-98.4825
28104,S.J. 3-47 RIO BRAVO,1961-1987,NA,RIO BRAVO,TAMAULIPAS,RIO BRAVO,RÍO  BRAVO 13,RIO BRAVO-REYNOSA,CLIMATOLOGICA,CONAGUA-DGE,SUSPENDIDA,25,58,0,98,8,0,31,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO BRAVO 13",25.966667,-98.133333
28111,TAMPICO,1961-2014,NA,TAMPICO,TAMAULIPAS,GOLFO NORTE,RÍO  TAMESI,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,14,19,97,52,44,3,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO TAMESI",22.238611,-97.878889
28114,TULA,"1958-2009, 2012-2013",NA,TULA,TAMAULIPAS,CUENCAS CENTRALES DEL NORTE,SIERRA MADRE,TULA,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,0,4,99,42,45,1164,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SIERRA MADRE",23.001111,-99.7125
28115,LOS UVALLE,"1961-1978, 1980-2009, 2011-2013",NA,MIQUIHUANA,TAMAULIPAS,CUENCAS CENTRALES DEL NORTE,SIERRA MADRE,DOCTOR ARROYO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,34,28,99,51,24,1581,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO SIERRA MADRE",23.574444,-99.856667
28116,CIUDAD VICTORIA (DGE),"1942-1960, 1962-2003, 2011-2013",NA,VICTORIA,TAMAULIPAS,GOLFO NORTE,AREA NO AFORADA,RIO SAN MARCOS,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,23,43,34,99,8,46,327,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO AREA NO AFORADA",23.726111,-99.146111
28118,VILLAGRAN (SMN),1943-1988,NA,VILLAGRAN,TAMAULIPAS,GOLFO NORTE,RÍO  PILON 2,RIO PILON,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,24,28,14,99,29,19,381,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO PILON 2",24.470556,-99.488611
28147,TAMESI,1973-2014,NA,GONZALEZ,TAMAULIPAS,GOLFO NORTE,RÍO  TAMESI,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,25,26,98,25,22,12,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO TAMESI",22.423889,-98.422778
28405,SACA DE AGUA,"1976-2012, 2014",NA,EL MANTE,TAMAULIPAS,GOLFO NORTE,RÍO  GUAYALEJO 3,RIO TAMESI,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,22,47,1,98,51,53,55,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO GUAYALEJO 3",22.783611,-98.864722
29002,APIZACO,"1928-1931, 1940-2013",NA,APIZACO,TLAXCALA,BALSAS,RÍO  ALTO ATOYAC,RIO ZAHUAPAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,24,56,98,8,24,2423,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO ALTO ATOYAC",19.415556,-98.14
29003,ATLANGA SAN JOSE,1961-2013,NA,ATLANGATEPEC,TLAXCALA,BALSAS,RÍO  ALTO ATOYAC,RIO ZAHUAPAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,33,20,98,12,10,2489,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO ALTO ATOYAC",19.555556,-98.202778
29007,EL CARMEN,"1966-1988, 1992-2013",NA,EL CARMEN TEQUEXQUITLA,TLAXCALA,BALSAS,RÍO  LIBRES ORIENTAL,RIO TOTOLTZINGO,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,19,5,97,38,50,2350,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LIBRES ORIENTAL",19.318056,-97.647222
29011,HUAMANTLA,"1942-1974, 1976-2013",NA,HUAMANTLA,TLAXCALA,BALSAS,RÍO  LIBRES ORIENTAL,RIO TOTOLTZINGO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,19,18,57,97,54,40,2475,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO LIBRES ORIENTAL",19.315833,-97.911111
29015,MAZAPA,1936-1983,NA,CALPULALPAN,TLAXCALA,AGUAS DEL VALLE DE MEXICO,RÍO  DE LAS AVENIDAS DE PACHUCA,LAGUNA TOCHAC Y TECOCOMULCO,CLIMATOLOGICA,CONAGUA-SMN,SUSPENDIDA,19,33,0,98,34,0,2663,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO DE LAS AVENIDAS DE PACHUCA",19.55,-98.566667
29030,TLAXCALA DE XICONTECATL (DGE),1961-2013,NA,TLAXCALA,TLAXCALA,BALSAS,RÍO  ALTO ATOYAC,RIO ZAHUAPAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,19,26,98,14,48,2230,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO ALTO ATOYAC",19.323889,-98.246667
29032,TLAXCO,"1943-1985, 1987-2013",NA,TLAXCO,TLAXCALA,BALSAS,RÍO  ALTO ATOYAC,RIO ZAHUAPAN,CLIMATOLOGICA,CONAGUA-DGE,OPERANDO,19,35,33,98,7,32,2530,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO ALTO ATOYAC",19.5925,-98.125556
29035,CALPULALPAN,"1947-1984, 1989-2015",NA,CALPULALPAN,TLAXCALA,AGUAS DEL VALLE DE MEXICO,RÍO  DE LAS AVENIDAS DE PACHUCA,LAGUNA TOCHAC Y TECOCOMULCO,CLIMATOLOGICA,CONAGUA-SMN,OPERANDO,19,35,10,98,33,50,2587,"TENÍA ERRÓNEO EL NOMBRE DE LA  CUENCA, SIENDO EL CORRECTO RIO DE LAS AVENIDAS DE PACHUCA",19.586111,-98.563889
